en_treasureChest_content,While exploring the dungeon you come across an old treasure chest.  Just looking at it, you know beyond a shadow of doubt that it is filled to the brim with delicious goodies.  Visions of donuts, chocolate truffles, and candy canes dance through your mind as you bend to open the chest.  Slowly, you raise the lid and stare at the inside. \\n Nothing.  Not even a crumb. \\n Obviously, you cannot stand for this outrage.  Furious, you draw your sword and rend the chest to pieces.  \\n Huh, maybe there was something hidden in the lining.  Or you just got a little better at breaking things.
en_AltarToJeremiad_hint,You seem to remember that Jeremiad will let you heal from damage you do, but not from anything else.
zh_AltarToJeremiad_hint,你似乎还记得，耶利米会让你从你所造成的伤害中恢复（吸血能力），但无法从此外任何事情中痊愈（包括升级）。
en_AltarToLiara_sigil,gray smoke, so faint it seems to disappear before your eyes.
zh_AltarToLiara_sigil,灰色的烟雾，如此微弱，似乎在你眼前消失了。
en_AltarToLiara_carved,I am Liara, Lady of Shadows. \\n I am the dagger in the night.  I am the blade on the wind. \\n Speak my name.  Earn my embrace.
zh_AltarToLiara_carved,我是利亚拉，阴影之女。\\n我是黑夜中的匕首。我是风中的刀刃。\\n说出我的名字。赢得我的拥抱。
en_AltarToLiara_accept,A whisper of wind catches the back of your neck, "I am Liara.  I have weakened your enemies, but taken your health. Be quick and live."  \\n \\n Your enemies have 15% lower health. \\n You start every fight poisoned 3.
zh_AltarToLiara_accept,风的低语抓住了你的脖子，“我是利亚拉。我削弱了你的敌人，但夺走了你的生命。快一点，活下去。”\\n\\n你的敌人的生命值降低了15%。\\n你在每场战斗开始获得3层中毒状态。
en_AltarToLiara_hint,You seem to remember that Liara will reduce monster health, but poison you each fight.
zh_AltarToLiara_hint,你似乎记得丽亚娜会降低怪物的生命值，但每次战斗都会使你中毒。
en_Altar_init,A rough grey altar leans against the wall.  Dried blood cakes the cracked and pitted stone, obscured by a thin layer of dust.  Above, etched into the wall, sits a sigil, {sigil}  Beneath it is a carved message: \\n{carved}
zh_Altar_init,一座粗糙的灰色祭坛靠在墙上。祭坛上干血块将开裂、坑坑洼洼的石头上有着烧灼的痕迹，还覆盖着一层薄薄的灰尘。在祭坛的上面，一个印记刻在墙上，{sigil}下面雕刻着一些文字：\\n{carved} 
en_Altar_accept,The sigil above the altar glows as you invoke its god's name. 
zh_Altar_accept,当你呼唤祭坛上的圣名时，祭坛上方的印记开始发光。
en_Altar_hint_prefix,\\n\\nA faint memory tugs at your mind.
zh_Altar_hint_prefix,\\n\\n一段模糊的记忆牵动着你的思绪。 
en_SmashPage,There was something here \\n Now it's a smoking ruin \\n Darn - stupid dragon
zh_SmashPage,这里曾经有些什么东西 \\n 不过现在只是一片废墟 \\n 该死！愚蠢的笨龙！
en_tavern_textp1,You take advantage of a brief moment of calm to rest.  As you close your eyes, you can barely make out a faint tune in the far distance.  This isn't unusual; bards hear disembodied music like most adventurers hear invisible voices, but you don't recognize the melody.  You start to hum, improvising an accompaniment.  Just as you're really starting to enjoy the song, your stomach wrenches and you feel yourself yanked in a direction you didn't even know existed.
zh_tavern_textp1,你正准备利用短暂的平静休息着。当你闭上双眼，你隐约听见远处传来微弱的曲调。这并不罕有：吟游诗人听到的是没有实体的音乐，正如多数冒险家只能听到音乐，但是你无法识别旋律。你开始哼唱，即兴伴奏。就在你真正开始欣赏这首歌的时候，你的胃也开始扭曲，你觉得自己被拉向了一个你根本不知道的方向。
en_tavern_textp2,Raucous laughter, shouting, clanking, and sloshing.  And then immediate silence.  You open your eyes to ogres, goblins, oozes, medusae, and more; a menacing menagerie all staring straight at you.  But you recognize this scene; flagons of mead, boisterous boasting, and bored barmaids - you're in a tavern! \\n "Don't worry guys.  I'm with the band." \\n The situation defused, everyone returns to their drinks.  A voice from behind makes you start: "Well, are you going to help or not?".  Turns out there actually is a band and the skeleton drummer's not half bad.  You join them for a few songs and when you turn to leave, you snag a piece of music that you think might come in handy. \\n Which do you pick?
zh_tavern_textp2,到处都是喧闹的笑声、叫喊声、酒杯碰撞的叮当声和晃动声。突然，周围陷入寂静。你睁开眼睛，看到食人魔、哥布林、软泥怪、水母等等，仿若一个动物园，所有的动物此时都紧盯着你。但你很快认出了这里是做什么的：一杯杯蜜酒，喧闹的吹嘘，无聊的酒吧女招待——嘿，这是个酒馆！\\n“别担心，伙计们，我是乐队成员。”\\n 剑拔弩张的氛围稍稍缓和，大家又开始饮酒作乐。身后传来一个声音催促你开始：“嗯，你到底要不要帮忙？”事实上，这酒馆里真有一支乐队，骷髅鼓手的乐感不赖。你和他们合作了几曲，当你转身离开，你发现一首你认为可能有用的音乐。\\n 你选哪个？
en_trap_text,Unfortunately, while stumbling about in the dark, you've fallen into a pit covered in spikes. \\n Fortunately, you managed to catch yourself before being completely impaled. \\n Unfortunately, you were still a little bit impaled. \\n \\n You take 2 damage.
zh_trap_text,不幸的是，当你在黑暗中摸索着前进时，你掉进了一个布满尖刺的坑里。\\n幸运的是，你在被完全刺穿之前设法稳住了自己。\\n然而你还是不可避免地受了些“穿刺”。\\n\\n你受到2点伤害。
